# Pathway	W10	W100	W105	W111	W113	W117	W12	W123	W128	W139	W149	W154	W157	W16	W164	W169	W173	W183	W189	W193	W196	W209	W21	W215	W226	W231	W234	W250	W26	W28	W32	W38	W4	W43	W48	W53	W64	W69	W74	W79	W85	W89	W91
UNINTEGRATED|g__Mycobacterium.s__Mycobacterium_tusciae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	780.5197695773	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Mycobacterium.s__Mycobacterium_vaccae	0	0	0	0	865.4016745751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	348.0864224026	0	0	0	0	0	0
UNINTEGRATED|g__Niastella.s__Niastella_koreensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189.3683739883
UNINTEGRATED|g__Nitrospira.s__Candidatus_Nitrospira_defluvii	240.6069167299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82.0193642632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Nocardioidaceae_noname.s__Nocardioidaceae_bacterium_Broad_1	0	0	0	0	0	0	375.2507237991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Nodosilinea.s__Nodosilinea_nodulosa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	891.8461534394	0	0	0	0
UNINTEGRATED|g__Nodularia.s__Nodularia_spumigena	0	0	0	0	0	0	0	168.8668631049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Nostoc.s__Nostoc_punctiforme	0	0	273.9130032582	0	0	0	0	0	0	0	0	0	0	456.6280350824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Novosphingobium.s__Novosphingobium_aromaticivorans	0	0	0	0	0	0	0	0	0	0	65.2033672239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Ornithinimicrobium.s__Ornithinimicrobium_pekingense	0	0	1998.7427832855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Oscillatoria.s__Oscillatoria_acuminata	0	1084.2095141204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	512.5467248093	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Oscillatoria.s__Oscillatoria_nigro_viridis	0	315.7848089390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1100.0085410188	0	0	0	0
UNINTEGRATED|g__Paenisporosarcina.s__Paenisporosarcina_sp_TG_14	0	732.8136022861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Peptostreptococcaceae_noname.s__Clostridium_bifermentans	0	0	0	0	0	0	0	0	0	0	0	274.5137930090	26.6606757313	0	0	0	0	0	117.5844407990	31.2298694180	116.2970241602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Peptostreptococcaceae_noname.s__Clostridium_glycolicum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104.7273859640	236.3451859413	0	148.0145974030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Peptostreptococcaceae_noname.s__Clostridium_sticklandii	19.6552217627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.0709716033	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Perlucidibaca.s__Perlucidibaca_piscinae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111.9861250000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Planctomyces.s__Planctomyces_limnophilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86.4067483912	0	0	0	0
UNINTEGRATED|g__Polaromonas.s__Polaromonas_naphthalenivorans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5673.8769054785	890.0104089868	0	0	0	0	737.3524146881	0	0	0	0	0	0
UNINTEGRATED|g__Prevotella.s__Prevotella_copri	0	0	0	0	0	0	22.4695632815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Prevotella.s__Prevotella_paludivivens	12.4623526962	0	0	0	0	0	6.8069722222	0	0	0	0	0	0	43.1990777031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.5485870388	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Pseudomonas.s__Pseudomonas_mandelii	0	0	0	0	0	0	0	0	2229.0664693475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131.2871469041	0	354.2984516667	0	945.2078484132	0	0	0	0	0	0	0	1254.9502141654	0	0	0	0
UNINTEGRATED|g__Pseudomonas.s__Pseudomonas_putida	272.9532457891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	448.7044326065	0	0	0	0	0	0	0	0	0	0	0	326.2833302582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Pseudomonas.s__Pseudomonas_stutzeri	0	487.6416831579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	476.3109945831	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Psychrobacter.s__Psychrobacter_aquaticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189.4080454188	0	0	0	0	0
UNINTEGRATED|g__Psychrobacter.s__Psychrobacter_arcticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	555.4384516080	0	345.5234603174	0	0	0	0	0
UNINTEGRATED|g__Psychrobacter.s__Psychrobacter_cryohalolentis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	563.5399027714	0	346.0611397879	0	0	0	0	0
UNINTEGRATED|g__Rhizobium.s__Rhizobium_giardinii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199.6141653012	0	0	0
UNINTEGRATED|g__Rhizobium.s__Rhizobium_leguminosarum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195.8034696046	323.8073035984	0	0
UNINTEGRATED|g__Rhodanobacter.s__Rhodanobacter_fulvus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	782.1142718650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Rhodanobacter.s__Rhodanobacter_thiooxydans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9212.1303540281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Rhodococcus.s__Rhodococcus_erythropolis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79.5342697348	0	91.0612322409
UNINTEGRATED|g__Rhodonellum.s__Rhodonellum_psychrophilum	0	128.6326556681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	639.3180813716	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Rhodopseudomonas.s__Rhodopseudomonas_palustris	159.4364941446	0	426.7954402267	0	674.3856971942	0	248.8542062912	0	222.0165477902	348.7711146389	211.0977169466	0	175.7719266383	253.1563542349	332.1547155491	581.8641126287	1741.8042780508	0	0	0	0	812.7839069964	391.7600948086	1051.5705974735	992.0204655055	0	770.9028524496	0	0	0	692.4052703946	246.7831458109	0	291.4748457635	257.5706875442	0	500.6100004797	0	342.0479331270	234.4263093605	568.1262174289	539.3800597821	815.7218526512
UNINTEGRATED|g__Sideroxydans.s__Sideroxydans_lithotrophicus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131.4495778577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Sorangium.s__Sorangium_cellulosum	0	222.0167090342	126.0663210759	102.3188386240	1548.6679352702	0	87.1774773483	0	206.2221048939	142.5756765850	204.3000247695	0	0	0	0	0	0	0	0	0	0	0	117.0478628586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	212.0726352662	398.0903311438	416.7189528633	0	0
UNINTEGRATED|g__Stenotrophomonas.s__Stenotrophomonas_maltophilia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	331.1170977240	797.3157879324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Streptomyces.s__Streptomyces_chartreusis	0	0	1021.6470681490	0	933.2777751266	0	317.2658874254	0	0	0	0	0	0	0	237.5495980504	0	0	0	0	0	0	0	320.4376633644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	183.8948170352	603.2048961647	0	0
UNINTEGRATED|g__Sulfuricella.s__Sulfuricella_denitrificans	0	0	0	0	0	0	0	0	0	135.0120403007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	341.3574678339	236.3381096038	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Sulfuricurvum.s__Sulfuricurvum_kujiense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.2832924724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Sulfurovum.s__Sulfurovum_sp_AR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1155.2555463840	229.8986431743	1135.8602506691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Thalassiosira.s__Thalassiosira_pseudonana	0	0	0	0	0	0	0	0	75.9858170812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Thauera.s__Thauera_aminoaromatica	663.8712923654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Thauera.s__Thauera_phenylacetica	1365.0029512271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Thauera.s__Thauera_terpenica	123.5447886513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Thiobacillus.s__Thiobacillus_denitrificans	710.7986113056	9938.7283048735	0	0	0	192.4273979443	0	164.2717313506	367.6559686530	0	0	0	913.0796496292	0	222.3273690116	558.0306406628	820.4563774023	337.0631934742	92.9505800889	0	0	448.4467935982	0	0	0	0	0	412.8296604302	0	3906.9745372277	868.0460527439	0	3313.2060081126	1126.5992190487	3996.4464330028	4297.3977155394	241.7640788113	1389.6415888161	239.2242020034	0	0	0	0
UNINTEGRATED|g__Thiobacillus.s__Thiobacillus_thioparus	0	0	0	0	0	0	0	0	0	0	0	0	998.5980436820	0	0	1343.8244484429	2158.4358451082	0	0	0	0	0	0	0	0	0	0	0	0	0	1279.7273066899	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Thiocapsa.s__Thiocapsa_marina	0	0	0	0	0	0	0	965.8436933229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	316.6683789499	0	2135.1771023525	0	0	0	0	0
UNINTEGRATED|g__Zymophilus.s__Zymophilus_raffinosivorans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41.3493000917	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|unclassified	1001054.6056194135	2344380.3371058158	1146107.1160868406	977196.9402294572	2196096.9401069209	847227.9986876241	1100006.9147908066	1005585.4216258689	1205847.3974874697	813058.4838669474	1199439.7662153605	857647.5359784879	1005146.5593182958	898610.3182540013	1015103.2588988927	1283987.1540483686	1350267.2510271692	1095207.2733806090	1122936.2514982433	902146.0725033801	1137606.8486844993	2475839.7412089114	965169.2713198055	1009041.7942375579	1075064.1525543360	805358.4624831234	902547.3233024112	720889.2620814590	1046332.5758948014	1127467.9056190068	1277341.3463373987	1949467.5548791138	853009.4169188748	899178.6250745689	1268266.8858931982	896761.1801884407	1390289.3435904661	1103024.9401956047	1552807.8279765313	815262.0059941467	1232223.3796990451	911113.5156377451	1012204.0584037070
ko00010	1665.5792500000	3769.7080000000	1886.7631500000	1654.1130250000	3828.8279750000	1432.3637250000	1993.5458500000	1896.7627000000	2046.6061750000	1529.8354250000	2296.1910000000	1507.1129750000	1923.7189750000	1429.0781750000	1891.9897750000	2397.7924000000	2572.1427750000	2046.8951000000	1958.8824000000	1471.5434750000	1956.1054250000	4031.2527250000	1646.2945250000	1697.3189500000	1954.1642750000	1381.4090750000	1332.9656250000	1233.4925250000	1767.3161250000	1704.3097750000	2181.2866500000	3457.1609000000	1723.9084750000	1576.4294000000	2177.8920250000	1802.2591250000	2251.8210250000	1829.0255250000	2501.0001750000	1296.3571750000	1962.7106500000	1310.8442500000	1588.1539250000
ko00010|g__Achromobacter.s__Achromobacter_piechaudii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6044750000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00010|g__Achromobacter.s__Achromobacter_xylosoxidans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.2234000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00010|g__Acidovorax.s__Acidovorax_ebreus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.9342750000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00010|g__Acinetobacter.s__Acinetobacter_johnsonii	0.0985750000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0459000000	0	0	0	0
ko00010|g__Acinetobacter.s__Acinetobacter_lwoffii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1138500000	0	0	0	0
ko00010|g__Acinetobacter.s__Acinetobacter_pittii_calcoaceticus_nosocomialis	0.0678750000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00010|g__Acinetobacter.s__Acinetobacter_tandoii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6132250000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00010|g__Agrobacterium.s__Agrobacterium_tumefaciens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.8839000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00010|g__Akkermansia.s__Akkermansia_muciniphila	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1605250000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00010|g__Albidiferax.s__Albidiferax_ferrireducens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.7767250000	15.4543750000	0	0	3.4122750000	0	0	0	0	0	0	0	0
ko00010|g__Alistipes.s__Alistipes_onderdonkii	0	0	0	0	0	0	0	0	0	0	0	0	0.1095750000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2679750000	0	0.1604750000	0	0	0	0
ko00010|g__Allochromatium.s__Allochromatium_vinosum	0	0	0	0	0	0	0	0.9047750000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00010|g__Anaeromyxobacter.s__Anaeromyxobacter_dehalogenans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.3947250000	7.3476250000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00010|g__Azoarcus.s__Azoarcus_toluclasticus	0	0	0	0	0	0	3.0426000000	0	0	0	0	0	0	0	14.8475250000	11.0262750000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00010|g__Bacillus.s__Bacillus_cereus_thuringiensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5933000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00010|g__Bacillus.s__Bacillus_megaterium	0	0	0.9746000000	0	0.6748250000	0	1.5772000000	0	0	0	0	0	0	0.2315000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3168750000	0	0
ko00010|g__Bacteroides.s__Bacteroides_dorei	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1134000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00010|g__Bacteroides.s__Bacteroides_vulgatus	0	0	0	0	0	0	0	0	0.1459250000	0	0	0	0	0	0	0	0.2295250000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1561250000	0	0	0	0	0
ko00010|g__Bifidobacterium.s__Bifidobacterium_longum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0914750000	0	0	0	0
ko00010|g__Bradyrhizobium.s__Bradyrhizobium_diazoefficiens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.5807000000
ko00010|g__Bradyrhizobium.s__Bradyrhizobium_japonicum	0	0	0	0	0	0	5.6673500000	0	0	0	0	0	0	10.9516250000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.8190750000	0	16.5192750000
ko00010|g__Candidatus_Accumulibacter.s__Candidatus_Accumulibacter_phosphatis	0.5026500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6913750000	0	0	0	0	0	0	0	0	0	0	0	0
ko00010|g__Candidatus_Solibacter.s__Candidatus_Solibacter_usitatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.1662250000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8406750000	0
ko00010|g__Caulobacter.s__Caulobacter_vibrioides	0.6525250000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5006750000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2307250000	0	0	0	0	0	0	0	0	0	0	0	0
ko00010|g__Clostridium.s__Clostridium_beijerinckii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2942250000	15.6469000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00010|g__Clostridium.s__Clostridium_carboxidivorans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0577750000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00010|g__Clostridium.s__Clostridium_saccharobutylicum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.4748750000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00010|g__Clostridium.s__Clostridium_saccharoperbutylacetonicum	0	0	0	0	0	0	0	0	0	0	0	0	0	2.3903750000	0.9056000000	1.1240500000	19.6152750000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00010|g__Comamonas.s__Comamonas_testosteroni	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5667250000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00010|g__Corallococcus.s__Corallococcus_coralloides	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9999750000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00010|g__Cyanobium.s__Cyanobium_gracile	0	0	0	0	0	0	0	3.5099250000	0	0	0	1.2780750000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00010|g__Cylindrospermopsis.s__Cylindrospermopsis_raciborskii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1534750000	0	0	0	0	0	0	0	0	0	0
ko00010|g__Dechloromonas.s__Dechloromonas_aromatica	12.5246750000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00010|g__Delftia.s__Delftia_acidovorans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.6922500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00010|g__Desulfococcus.s__Desulfococcus_oleovorans	0	0	0	0	0	0	0	0.3482500000	0	0	0	0.2681750000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00010|g__Desulfomicrobium.s__Desulfomicrobium_baculatum	0	0	0	0	0	0	0	1.3347500000	1.4164750000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.3076000000	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00010|g__Desulfomonile.s__Desulfomonile_tiedjei	0	0	0	0	0	0	0	0	0.1541500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8243500000	0	0	0	0	0	0	0	0
ko00010|g__Desulfovibrio.s__Desulfovibrio_africanus	0	0	0.3423000000	0	0	0	0	0	8.9852500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00010|g__Desulfovibrio.s__Desulfovibrio_magneticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6342500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00010|g__Dyella.s__Dyella_ginsengisoli	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.2676500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00010|g__Enterobacter.s__Enterobacter_cloacae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.6899000000	0	0	0	0	0	0	0	0	0	0	0	2.1401500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00010|g__Eudoraea.s__Eudoraea_adriatica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0272000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00010|g__Exiguobacterium.s__Exiguobacterium_antarcticum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.3658500000	0	0	0	0
ko00010|g__Exiguobacterium.s__Exiguobacterium_pavilionensis	0.8607750000	0	2.8142000000	0	8.5484500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9219250000	0	0	0	0.1806250000	0	0	0	0	0	18.6598000000	0	0	0	0
ko00010|g__Exiguobacterium.s__Exiguobacterium_sibiricum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0238500000	14.4539250000	0	0	0	0
ko00010|g__Exiguobacterium.s__Exiguobacterium_sp_AT1b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.9743750000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00010|g__Exiguobacterium.s__Exiguobacterium_sp_MH3	0	0	0	0	0	0	44.2711500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00010|g__Geobacter.s__Geobacter_lovleyi	0.8099000000	0	0.4238250000	0	0	0	0.5965750000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00010|g__Geobacter.s__Geobacter_metallireducens	2.4210500000	0	0	0	0	0	2.5843750000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00010|g__Geobacter.s__Geobacter_uraniireducens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.9148000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
